one_star_rating,two_star_rating,three_star_rating,four_star_rating,five_star_rating,accessible_rooms,air_conditioning,airport_transportation,bar_lounge,breakfast_available,breakfast_buffet,breakfast_included,business_center,concierge,dry_cleaning,facilities_for_disabled_guests,family_rooms,fitness_center,free_airport_transportation,free_internet,free_parking,free_wifi,heated_pool,hot_tub,housekeeping,indoor_pool,internet,kitchenette,laundry_service,meeting_rooms,multilingual_staff,nonSmoking_hotel,nonSmoking_rooms,parking,pets_allowed,pool,public_wifi,restaurant,rooftop_bar,rooftop_terrace,room_service,self_serve_laundry,shuttle_bus_service,spa,suites,tennis_court,wheelchair_access,wifi,address,latitude,locality,longitude,name,phone,rating,review_num,star,street_address,web,price,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145 E 48th St, New York City, NY 10017-1254",40.7551234,"New York City, NY 10017-1254",-73.9724043,Oakwood Cosmopolitan,,4,1,,145 E 48th St,,0,New York Marriott East Side,W New York,Residence Inn New York Manhattan / Midtown East,The Bernic Hotel,Best Western Plus Hospitality House,Hotel 48LEX New York,The Benjamin,DoubleTree by Hilton Hotel Metropolitan - New York City,San Carlos Hotel,"The Lexington Hotel, Autograph Collection",539,351,459,399,561,404,459,325,324,500
0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"520 E 76th St, New York City, NY 10021-3161",40.7687718,"New York City, NY 10021-3161",-73.9509299,Abode Bed and Breakfast,,4,4,,520 E 76th St,,0,The Franklin,Courtyard New York Manhattan/Upper East Side,The Bentley Hotel,The Central Park North,Aloft Harlem,Gardens NYC-an Affinia hotel,The Mark,"The Carlyle, A Rosewood Hotel",Jazz on the Park,The Surrey,224,300,269,148,254,489,848,1319,78,833
1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83 Essex St Fl 2, New York City, NY 10002-3886",40.7182766,"New York City, NY 10002-3886",-73.9888733,Chelsea Center East,,3,5,,83 Essex St Fl 2,,0,Orchard Street Hotel,Hotel on Rivington,Blue Moon Hotel,Redford Hotel,SIXTY LES,The Ridge Hotel,Hotel Indigo Lower East Side New York,The Gatsby Hotel,The Ludlow New York City,Holiday Inn NYC - Lower East Side,278,308,98,188,417,248,399,288,305,297
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Route 9, New York City, NY 12855",40.7406569,"New York City, NY 12855",-74.064043,Beacon Light Motel,,3,1,,Route 9,,0,The Wagner at the Battery,New York Marriott Downtown,Holiday Inn Manhattan - Financial District,"Club Quarters Hotel, World Trade Center",Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,RIFF Downtown,W New York - Downtown,Courtyard New York Downtown Manhattan / World Trade Center Area,Hampton Inn Manhattan / Downtown - Financial District,DoubleTree by Hilton Hotel New York City - Financial District,494,560,380,314,419,249,529,469,322,345
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"307A W 146th St, New York City, NY 10039-3164",40.8239027,"New York City, NY 10039-3164",-73.9419775,Highbridge House,,3,1,,307A W 146th St,,0,Edge Hotel,The Park Ave North,Aloft Harlem,Courtyard New York Manhattan/Upper East Side,The Central Park North,The Franklin,Jazz on the Park,The Bentley Hotel,The Mark,"The Carlyle, A Rosewood Hotel",279,139,254,300,148,224,78,269,848,1319
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"150 West 92 Street, New York City, NY 10025-7516",40.7910094,"New York City, NY 10025-7516",-73.9714095,Kore Properties - 92,,3,1,,150 West 92 Street,,0,Days Inn Hotel New York City-Broadway,Royal Park Hotel,Broadway Hotel and Hostel,Excelsior Hotel,Belnord Hotel,Morningside Inn,"The Pierre, A Taj Hotel, New York",Lowell Hotel,The Lucerne Hotel,La Quinta Inn & Suites New York City Central Park,195,134,130,292,173,90,701,1325,316,299
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"266 3rd Ave, New York City, NY 10010-7445",40.7379,"New York City, NY 10010-7445",-73.984183,Oxbridge Apts Gramecy Park,,3,1,,266 3rd Ave,,0,Freehand New York Hotel,The Lex NYC,Carlton Arms Hotel,Gramercy Park Hotel,Hotel 32 32,HGU New York,Avalon Hotel,U Hotel Fifth Avenue,The Marmara Park Avenue,"nyma, the New York Manhattan Hotel",379,369,137,799,315,399,338,263,493,272
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13909 89th Ave, New York City, NY 11435-3225",40.7028522,"New York City, NY 11435-3225",-73.8129694,AAE New York Hostel Inn Queen,,3,3,,13909 89th Ave,,0,The Park Ave North,Edge Hotel,Courtyard New York Manhattan/Upper East Side,Aloft Harlem,The Franklin,The Central Park North,The Bentley Hotel,Jazz on the Park,Gardens NYC-an Affinia hotel,The Mark,139,279,300,254,224,148,269,78,489,848
4,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21 W 136th St, New York City, NY 10037-2104",40.814164,"New York City, NY 10037-2104",-73.9383239,Thomas Family B&B,,3,30,,21 W 136th St,,0,The Park Ave North,Edge Hotel,Courtyard New York Manhattan/Upper East Side,Aloft Harlem,The Central Park North,The Franklin,Jazz on the Park,The Bentley Hotel,The Mark,"The Carlyle, A Rosewood Hotel",139,279,300,254,148,224,78,269,848,1319
19,12,26,30,8,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"340 Amsterdam Ave, New York City, NY 10024-6932",40.7814289,"New York City, NY 10024-6932",-73.9799956,The Amsterdam Inn,,3,110,1,340 Amsterdam Ave,,0,NYLO New York City,Hotel Belleclaire,Hotel Beacon,The Lucerne Hotel,La Quinta Inn & Suites New York City Central Park,West Side YMCA,Trump International Hotel and Tower New York,Empire Hotel,JW Marriott Essex House New York,Park Hyatt New York,331,297,325,316,299,140,788,288,629,1100
4,2,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"201 W 95th St, New York City, NY 10025-6305",40.7935798,"New York City, NY 10025-6305",-73.9710422,Jazz on the City Hostel,,3,37,,201 W 95th St,,0,Days Inn Hotel New York City-Broadway,Royal Park Hotel,Broadway Hotel and Hostel,Excelsior Hotel,Belnord Hotel,Morningside Inn,"The Pierre, A Taj Hotel, New York",Lowell Hotel,The Lucerne Hotel,La Quinta Inn & Suites New York City Central Park,195,134,130,292,173,90,701,1325,316,299
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"167 Crosby St, New York City, NY 10012-2709",40.7259479,"New York City, NY 10012-2709",-73.9951319,Soho Bed and Breakfast,,2.5,2,,167 Crosby St,,0,The Nolitan Hotel,Sohotel,Best Western Bowery Hanbee Hotel,U.S. Pacific Hotel,World Hotel,Crosby Street Hotel,NobleDEN Hotel,Wyndham Garden Chinatown,Wyndham Garden Chinatown,The Marlton Hotel,420,260,279,130,115,955,304,314,314,335
11,4,9,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"306 W 94th St, New York City, NY 10025-6828",40.7940506,"New York City, NY 10025-6828",-73.9748991,The Grant Hotel,,3,42,,306 W 94th St,,0,Belnord Hotel,Royal Park Hotel,Days Inn Hotel New York City-Broadway,Excelsior Hotel,The Lucerne Hotel,Broadway Hotel and Hostel,La Quinta Inn & Suites New York City Central Park,NYLO New York City,Hotel Belleclaire,Hotel Beacon,173,134,195,292,316,130,299,331,297,325
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"838 Riverside Dr, New York City, NY 10032-5410",40.8361647,"New York City, NY 10032-5410",-73.9457408,On the Hudson House,,2,1,,838 Riverside Dr,,0,Edge Hotel,Aloft Harlem,The Park Ave North,The Central Park North,Courtyard New York Manhattan/Upper East Side,The Franklin,Jazz on the Park,Morningside Inn,The Mark,"The Carlyle, A Rosewood Hotel",279,254,139,148,300,224,78,90,848,1319
10,2,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"199 Lafayette St, New York City, NY 10012-4279",40.7212658,"New York City, NY 10012-4279",-73.9977705,The Soho Loft,,3,25,,199 Lafayette St,,0,Crosby Street Hotel,NobleDEN Hotel,Solita Soho Hotel,The Mercer Hotel,The Broome,Hotel 50 Bowery NYC,NOMO SOHO Hotel,Hotel Mulberry,11 Howard,The Nolitan Hotel,955,304,287,595,449,285,499,239,509,420
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"591 Park Ave, New York City, NY 10065-7309",40.765596,"New York City, NY 10065-7309",-73.967349,West 57 Apt Corporation,,2.5,4,,591 Park Ave,,0,Loews Regency New York Hotel,Loews Regency New York Hotel,Lowell Hotel,Fitzpatrick Manhattan Hotel,Renaissance New York Hotel 57,Carvi Hotel New York,Hilton Garden Inn New York/Manhattan-Midtown East,Pod 51 Hotel,The Lombardy,Courtyard New York Manhattan/Midtown East,629,599,1325,438,416,249,359,265,389,529
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"301 W 55th St, New York City, NY 10019-4532",40.765691,"New York City, NY 10019-4532",-73.9842033,Eden House Apartment,,2.5,4,,301 W 55th St,,0,Hudson Hotel New York,Novotel New York Times Square,Hilton Garden Inn New York/Central Park South-Midtown West,"Mandarin Oriental, New York",Da Vinci Hotel,Moderne Hotel,citizenM New York Times Square,Ameritania Hotel,Courtyard by Marriott New York Manhattan/Central Park,Residence Inn New York Manhattan/Central Park,256,369,389,1095,239,298,304,292,444,458
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"560 W 173rd St, New York City, NY 10032-1753",40.8436053,"New York City, NY 10032-1753",-73.9366365,Pied-A-Terre on Washington Heights,,2,2,,560 W 173rd St,,0,Edge Hotel,The Park Ave North,Aloft Harlem,Courtyard New York Manhattan/Upper East Side,The Central Park North,The Franklin,Jazz on the Park,The Bentley Hotel,Morningside Inn,The Mark,279,139,254,300,148,224,78,269,90,848
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Suite#1AW, New York City, NY 10012",37.6784066,"New York City, NY 10012",-97.2754859,Signature Properties,,2,3,,Suite#1AW,,0,The Park Ave North,Edge Hotel,Courtyard New York Manhattan/Upper East Side,Aloft Harlem,The Central Park North,The Franklin,The Bentley Hotel,Jazz on the Park,Gardens NYC-an Affinia hotel,The Mark,139,279,300,254,148,224,269,78,489,848
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"534 E6St.#G NYC, New York City, NY 10009",40.7222809,"New York City, NY 10009",-73.9766871,Sakuratei,,2.5,4,,534 E6St.#G NYC,,0,Shelburne NYC-an Affinia hotel,Pod 39 Hotel,Seton Hotel,The Tuscany - A St Giles Signature Hotel,"The Renwick Hotel New York City, Curio Collection by Hilton",Carlton Arms Hotel,The Marmara Park Avenue,Hilton New York Grand Central,Kitano New York,Grand Hyatt New York,356,214,290,445,588,137,493,359,559,833
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"322 W 57th St, New York City, NY 10019-3701",40.7669625,"New York City, NY 10019-3701",-73.9840606,Bridgestreet The Sheffield,,1,1,,322 W 57th St,,0,"Mandarin Oriental, New York",Hudson Hotel New York,Da Vinci Hotel,Hilton Garden Inn New York/Central Park South-Midtown West,Moderne Hotel,Novotel New York Times Square,Courtyard by Marriott New York Manhattan/Central Park,Residence Inn New York Manhattan/Central Park,Ameritania Hotel,citizenM New York Times Square,1095,256,239,389,298,369,444,458,292,304
2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"201 W 95th St, New York City, NY 10025-6305",40.7935798,"New York City, NY 10025-6305",-73.9710422,Westside Pearl,,2.5,10,,201 W 95th St,,0,Days Inn Hotel New York City-Broadway,Royal Park Hotel,Broadway Hotel and Hostel,Excelsior Hotel,Belnord Hotel,Morningside Inn,"The Pierre, A Taj Hotel, New York",Lowell Hotel,The Lucerne Hotel,La Quinta Inn & Suites New York City Central Park,195,134,130,292,173,90,701,1325,316,299
3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"205 W 147th St Apt 5, New York City, NY 10039-3409",40.8234099,"New York City, NY 10039-3409",-73.9387146,NYC Guesthouse,,3,8,,205 W 147th St Apt 5,,0,The Park Ave North,Edge Hotel,Aloft Harlem,Courtyard New York Manhattan/Upper East Side,The Central Park North,The Franklin,Jazz on the Park,The Bentley Hotel,The Mark,"The Carlyle, A Rosewood Hotel",139,279,254,300,148,224,78,269,848,1319
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"247 E 28th St, New York City, NY 10016-8508",40.7413265,"New York City, NY 10016-8508",-73.9788477,The G Suites,,2,2,,247 E 28th St,,0,Shelburne NYC-an Affinia hotel,The Tuscany - A St Giles Signature Hotel,Kitano New York,"The Renwick Hotel New York City, Curio Collection by Hilton",Dylan Hotel NYC,The Marmara Park Avenue,Library Hotel by Library Hotel Collection,Pod 39 Hotel,Seton Hotel,Courtyard New York Manhattan/Fifth Avenue,356,445,559,588,398,493,548,214,290,412
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100 Maiden Ln, New York City, NY 10038-4818",40.7066745,"New York City, NY 10038-4818",-74.0071976,Wall Street Residences by East Coast,,1,1,,100 Maiden Ln,,0,Holiday Inn Express New York City-Wall Street,"Gild Hall, a Thompson Hotel",Q&A Residential Hotel,AKA Wall Street,Four Points by Sheraton New York Downtown,Andaz Wall Street,Eurostars Wall Street,Aloft Manhattan Downtown Financial District,"The Beekman, A Thompson Hotel","Club Quarters Hotel, Wall Street",354,449,429,455,389,376,230,359,495,296
2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1082 Pacific St, New York City, NY 11238-2957",40.6785266,"New York City, NY 11238-2957",-73.9569401,Pacific Loft Guesthouse,,2.5,11,,1082 Pacific St,,0,The Bentley Hotel,Millennium Hilton New York One UN Plaza,Gardens NYC-an Affinia hotel,Pod 51 Hotel,Hilton Garden Inn New York/Manhattan-Midtown East,The Vanderbilt YMCA,Hampton Inn Manhattan Grand Central,Courtyard New York Manhattan/Midtown East,EVEN Hotel New York - Midtown East,Carvi Hotel New York,269,364,489,265,359,109,429,529,359,249
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22 Platt St, New York City, NY 10038-4805",40.7078425,"New York City, NY 10038-4805",-74.0068403,Wall Street District Hotel,,2,2,,22 Platt St,,0,"Gild Hall, a Thompson Hotel",Four Points by Sheraton New York Downtown,Holiday Inn Express New York City-Wall Street,Aloft Manhattan Downtown Financial District,AKA Wall Street,"The Beekman, A Thompson Hotel",Eurostars Wall Street,Q&A Residential Hotel,Andaz Wall Street,Fairfield Inn New York Manhattan/Financial District,449,389,354,359,455,495,230,429,376,377
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"112 E 116th St, New York City, NY 10029-1327",40.7988691,"New York City, NY 10029-1327",-73.9426181,Uchino Domitory,,1.5,3,,112 E 116th St,,0,The Park Ave North,Courtyard New York Manhattan/Upper East Side,Aloft Harlem,The Central Park North,Edge Hotel,The Franklin,Jazz on the Park,The Bentley Hotel,The Mark,"The Carlyle, A Rosewood Hotel",139,300,254,148,279,224,78,269,848,1319
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"360 42nd Street, New York City, NY",40.7580783,"New York City, NY",-73.9923805,Elk Hotel,,2.5,4,,360 42nd Street,,0,Fairfield Inn & Suites New York Manhattan/Times Square,Four Points by Sheraton Midtown - Times Square,Staybridge Suites Times Square - New York City,Distrikt Hotel New York City,Hampton Inn Manhattan/Times Square South,Pod Times Square,Candlewood Suites New York City Times Square,Holiday Inn Express New York City Times Square,Doubletree by Hilton New York Times Square West,Element New York Times Square West,404,275,324,296,284,199,300,294,283,309
7,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011 3rd Ave, New York City, NY 10029-3208",40.7942731,"New York City, NY 10029-3208",-73.9422966,Manhattan Hostel,,2.5,31,,2011 3rd Ave,,0,Courtyard New York Manhattan/Upper East Side,The Park Ave North,Aloft Harlem,The Central Park North,The Franklin,Edge Hotel,The Bentley Hotel,Jazz on the Park,The Mark,"The Carlyle, A Rosewood Hotel",300,139,254,148,224,279,269,78,848,1319
6,9,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"307 E 14th St, New York City, NY 10003-4202",40.7323367,"New York City, NY 10003-4202",-73.9843918,Jazz on the Town Hostel,,2.5,37,,307 E 14th St,,0,Freehand New York Hotel,Gramercy Park Hotel,The Lex NYC,Carlton Arms Hotel,Seafarers & International House,Hotel 32 32,HGU New York,Avalon Hotel,The New York EDITION,The Ludlow New York City,379,799,369,137,128,315,399,338,540,305
25,7,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"345 W 86th St, New York City, NY 10024-3113",40.7898978,"New York City, NY 10024-3113",-73.9794676,Dexter House Hostel,,2.5,99,,345 W 86th St,,0,The Lucerne Hotel,NYLO New York City,Hotel Belleclaire,Hotel Beacon,La Quinta Inn & Suites New York City Central Park,Belnord Hotel,West Side YMCA,Empire Hotel,Excelsior Hotel,Trump International Hotel and Tower New York,316,331,297,325,299,173,140,288,292,788
4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"459 Myrtle Ave, New York City, NY 11205-2413",40.6934496,"New York City, NY 11205-2413",-73.9670527,Five Spot Loft,,2.5,15,,459 Myrtle Ave,,0,Millennium Hilton New York One UN Plaza,Hampton Inn Manhattan Grand Central,EVEN Hotel New York - Midtown East,The Vanderbilt YMCA,The Westin New York Grand Central,Pod 51 Hotel,Hilton New York Grand Central,Hilton Garden Inn New York/Manhattan-Midtown East,Fifty NYC-an Affinia hotel,The Bernic Hotel,364,429,359,109,499,265,359,359,349,399
34,8,5,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"315 W 94th St, New York City, NY 10025-6829",40.7945395,"New York City, NY 10025-6829",-73.9750827,Mount Royal Hotel & Hostel,,2,64,1,315 W 94th St,,0,Belnord Hotel,Royal Park Hotel,Days Inn Hotel New York City-Broadway,Excelsior Hotel,The Lucerne Hotel,Broadway Hotel and Hostel,La Quinta Inn & Suites New York City Central Park,NYLO New York City,Hotel Belleclaire,Hotel Beacon,173,134,195,292,316,130,299,331,297,325
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beaver Street and Hanover Street, New York City, NY 10005",40.7053026,"New York City, NY 10005",-74.0090363,The Pina - A Private Residence Hotel,,1,4,,Beaver Street and Hanover Street,,0,"Club Quarters Hotel, Wall Street",Andaz Wall Street,Holiday Inn New York City - Wall Street,Q&A Residential Hotel,Residence Inn New York Downtown Manhattan/World Trade Center Area,AKA Wall Street,Holiday Inn Express New York City-Wall Street,"Gild Hall, a Thompson Hotel",Millennium Hilton New York Downtown,Four Seasons Hotel New York Downtown,296,376,300,429,513,455,354,449,464,890
11,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39 W 27th St, New York City, NY 10001-6900",40.7451485,"New York City, NY 10001-6900",-73.9897291,Senton Hotel,,1.5,23,,39 W 27th St,,0,Flatiron Hotel,Broadway Plaza Hotel,Heritage Hotel New York City,Hampton Inn Manhattan - Madison Square Garden Area,"Hotel Henri, A Wyndham Hotel",Courtyard New York Manhattan/Chelsea,Hotel Pennsylvania,Moxy NYC Times Square,Stewart Hotel,Radisson Martinique on Broadway,374,278,211,305,309,417,217,313,285,336
122,34,55,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"340 Bowery, New York City, NY 10012-2458",40.7261579,"New York City, NY 10012-2458",-73.9922083,Bowery's Whitehouse Hotel,,2,355,1,340 Bowery,,0,The Bowery Hotel,PUBLIC,Off Soho Suites,Windsor Hotel,The Gatsby Hotel,Hyatt Union Square New York,The Ridge Hotel,Sohotel,Blue Moon Hotel,The Nolitan Hotel,525,399,179,179,288,523,248,260,98,420
,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300 E 39th St, New York City, NY 10016-2140",40.7475852,"New York City, NY 10016-2140",-73.973315,Archstone East 39th,,,,,300 E 39th St,,0,The Westin New York Grand Central,Hampton Inn Manhattan Grand Central,Hilton New York Grand Central,EVEN Hotel New York - Midtown East,Fitzpatrick Grand Central,Roger Smith Hotel,The Bernic Hotel,Hotel Boutique At Grand Central,"The Lexington Hotel, Autograph Collection",Residence Inn New York Manhattan / Midtown East,499,429,359,359,358,350,399,413,500,459
,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"440 60th St, New York City, NY 11220-4083",40.639995,"New York City, NY 11220-4083",-74.017533,AREI's Guesthouse,,,,,440 60th St,,0,The Wagner at the Battery,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Hampton Inn Manhattan / Downtown - Financial District,DoubleTree by Hilton Hotel New York City - Financial District,Holiday Inn Manhattan - Financial District,Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,RIFF Downtown,New York Marriott Downtown,W New York - Downtown,"Club Quarters Hotel, World Trade Center",494,360,322,345,380,419,249,560,529,314
,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"149 W 121st St, New York City, NY 10027-6474",40.8062109,"New York City, NY 10027-6474",-73.9492308,Bella Guest House,,,,,149 W 121st St,,0,Aloft Harlem,The Central Park North,Courtyard New York Manhattan/Upper East Side,The Franklin,The Park Ave North,Jazz on the Park,Edge Hotel,The Bentley Hotel,The Mark,"The Carlyle, A Rosewood Hotel",254,148,300,224,139,78,279,269,848,1319
,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"360 E 65th St, New York City, NY 10065-6712",40.7633458,"New York City, NY 10065-6712",-73.9596058,Churchill Suites East Side,,,,2,360 E 65th St,,0,The Bentley Hotel,Gardens NYC-an Affinia hotel,"The Carlyle, A Rosewood Hotel",The Mark,The Surrey,The Franklin,Loews Regency New York Hotel,Loews Regency New York Hotel,Fitzpatrick Manhattan Hotel,Lowell Hotel,269,489,1319,848,833,224,629,599,438,1325
,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"217 Mountain Rest Rd, New York City, NY 12561-2830",41.7746618,"New York City, NY 12561-2830",-74.1233307,A Cozy Mountain Rest Guest House,,,,,217 Mountain Rest Rd,,0,Kimpton Ink48 Hotel,Comfort Inn Midtown West,Holiday Inn Express Manhattan Midtown West,Cachet Boutique,"The Standard, High Line",Travel Inn Hotel New York,The High Line Hotel,The Jane,Fairfield Inn & Suites New York Manhattan/Central Park,Four Points by Sheraton Manhattan Midtown West,469,254,285,365,488,190,764,134,369,310
